month,asset_id,variance_type,variance_driver,variance_eur,commentary
2026-04-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5692,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-05-01,A001,Price,Noordzee Wind A - Price,-171599,Actual realized price versus budgeted realized price.
2026-05-01,A001,Volume,Noordzee Wind A - Volume,74460,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-05-01,A001,Downtime,Noordzee Wind A - Downtime,-32204,Estimated EBITDA impact from unplanned downtime above budget.
2026-05-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-05-01,A001,Opex,Noordzee Wind A - Opex,-85597,Direct operating cost variance; negative values are adverse.
2026-05-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-6166,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-05-01,A002,Price,Flevoland Solar B - Price,1307,Actual realized price versus budgeted realized price.
2026-05-01,A002,Volume,Flevoland Solar B - Volume,-11933,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-05-01,A002,Downtime,Flevoland Solar B - Downtime,-1685,Estimated EBITDA impact from unplanned downtime above budget.
2026-05-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-05-01,A002,Opex,Flevoland Solar B - Opex,-3197,Direct operating cost variance; negative values are adverse.
2026-05-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1083,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-05-01,A003,Price,Brabant Solar C - Price,3121,Actual realized price versus budgeted realized price.
2026-05-01,A003,Volume,Brabant Solar C - Volume,-4460,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-05-01,A003,Downtime,Brabant Solar C - Downtime,-1887,Estimated EBITDA impact from unplanned downtime above budget.
2026-05-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-05-01,A003,Opex,Brabant Solar C - Opex,-2063,Direct operating cost variance; negative values are adverse.
2026-05-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-769,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-05-01,A004,Price,Rotterdam Battery D - Price,17791,Actual realized price versus budgeted realized price.
2026-05-01,A004,Volume,Rotterdam Battery D - Volume,40637,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-05-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-05-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,94819,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-05-01,A004,Opex,Rotterdam Battery D - Opex,-18173,Direct operating cost variance; negative values are adverse.
2026-05-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2632,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-05-01,A005,Price,Groningen Hydrogen Pilot E - Price,-6774,Actual realized price versus budgeted realized price.
2026-05-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-46795,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-05-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-05-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-109189,Hydrogen pilot ramp-up behind budgeted production curve.
2026-05-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-157936,Direct operating cost variance; negative values are adverse.
2026-05-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5727,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-06-01,A001,Price,Noordzee Wind A - Price,-244193,Actual realized price versus budgeted realized price.
2026-06-01,A001,Volume,Noordzee Wind A - Volume,103645,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-06-01,A001,Downtime,Noordzee Wind A - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-06-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-06-01,A001,Opex,Noordzee Wind A - Opex,-73872,Direct operating cost variance; negative values are adverse.
2026-06-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-5825,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-06-01,A002,Price,Flevoland Solar B - Price,6970,Actual realized price versus budgeted realized price.
2026-06-01,A002,Volume,Flevoland Solar B - Volume,20830,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-06-01,A002,Downtime,Flevoland Solar B - Downtime,-3533,Estimated EBITDA impact from unplanned downtime above budget.
2026-06-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-06-01,A002,Opex,Flevoland Solar B - Opex,-3068,Direct operating cost variance; negative values are adverse.
2026-06-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1087,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-06-01,A003,Price,Brabant Solar C - Price,6185,Actual realized price versus budgeted realized price.
2026-06-01,A003,Volume,Brabant Solar C - Volume,-6090,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-06-01,A003,Downtime,Brabant Solar C - Downtime,-989,Estimated EBITDA impact from unplanned downtime above budget.
2026-06-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-06-01,A003,Opex,Brabant Solar C - Opex,-1650,Direct operating cost variance; negative values are adverse.
2026-06-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-739,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-06-01,A004,Price,Rotterdam Battery D - Price,95756,Actual realized price versus budgeted realized price.
2026-06-01,A004,Volume,Rotterdam Battery D - Volume,33128,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-06-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-06-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,77298,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-06-01,A004,Opex,Rotterdam Battery D - Opex,-18273,Direct operating cost variance; negative values are adverse.
2026-06-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2523,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-06-01,A005,Price,Groningen Hydrogen Pilot E - Price,5674,Actual realized price versus budgeted realized price.
2026-06-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-51500,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-06-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-06-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-120166,Hydrogen pilot ramp-up behind budgeted production curve.
2026-06-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-158206,Direct operating cost variance; negative values are adverse.
2026-06-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5678,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-07-01,A001,Price,Noordzee Wind A - Price,-246486,Actual realized price versus budgeted realized price.
2026-07-01,A001,Volume,Noordzee Wind A - Volume,83107,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-07-01,A001,Downtime,Noordzee Wind A - Downtime,-25914,Estimated EBITDA impact from unplanned downtime above budget.
2026-07-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-07-01,A001,Opex,Noordzee Wind A - Opex,-45245,Direct operating cost variance; negative values are adverse.
2026-07-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-6134,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-07-01,A002,Price,Flevoland Solar B - Price,9707,Actual realized price versus budgeted realized price.
2026-07-01,A002,Volume,Flevoland Solar B - Volume,-22428,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-07-01,A002,Downtime,Flevoland Solar B - Downtime,-3479,Estimated EBITDA impact from unplanned downtime above budget.
2026-07-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-07-01,A002,Opex,Flevoland Solar B - Opex,-3964,Direct operating cost variance; negative values are adverse.
2026-07-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1106,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-07-01,A003,Price,Brabant Solar C - Price,-12992,Actual realized price versus budgeted realized price.
2026-07-01,A003,Volume,Brabant Solar C - Volume,516,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-07-01,A003,Downtime,Brabant Solar C - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-07-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-07-01,A003,Opex,Brabant Solar C - Opex,-2632,Direct operating cost variance; negative values are adverse.
2026-07-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-751,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-07-01,A004,Price,Rotterdam Battery D - Price,121732,Actual realized price versus budgeted realized price.
2026-07-01,A004,Volume,Rotterdam Battery D - Volume,33183,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-07-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-07-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,77428,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-07-01,A004,Opex,Rotterdam Battery D - Opex,-18373,Direct operating cost variance; negative values are adverse.
2026-07-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2646,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-07-01,A005,Price,Groningen Hydrogen Pilot E - Price,-1218,Actual realized price versus budgeted realized price.
2026-07-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-33641,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-07-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-07-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-78495,Hydrogen pilot ramp-up behind budgeted production curve.
2026-07-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-161943,Direct operating cost variance; negative values are adverse.
2026-07-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5679,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-08-01,A001,Price,Noordzee Wind A - Price,-207081,Actual realized price versus budgeted realized price.
2026-08-01,A001,Volume,Noordzee Wind A - Volume,39002,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-08-01,A001,Downtime,Noordzee Wind A - Downtime,-28977,Estimated EBITDA impact from unplanned downtime above budget.
2026-08-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-08-01,A001,Opex,Noordzee Wind A - Opex,-53470,Direct operating cost variance; negative values are adverse.
2026-08-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-5827,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-08-01,A002,Price,Flevoland Solar B - Price,8906,Actual realized price versus budgeted realized price.
2026-08-01,A002,Volume,Flevoland Solar B - Volume,19839,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-08-01,A002,Downtime,Flevoland Solar B - Downtime,-3278,Estimated EBITDA impact from unplanned downtime above budget.
2026-08-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-08-01,A002,Opex,Flevoland Solar B - Opex,-4138,Direct operating cost variance; negative values are adverse.
2026-08-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1083,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-08-01,A003,Price,Brabant Solar C - Price,-9284,Actual realized price versus budgeted realized price.
2026-08-01,A003,Volume,Brabant Solar C - Volume,-1571,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-08-01,A003,Downtime,Brabant Solar C - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-08-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-08-01,A003,Opex,Brabant Solar C - Opex,-2832,Direct operating cost variance; negative values are adverse.
2026-08-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-777,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-08-01,A004,Price,Rotterdam Battery D - Price,69121,Actual realized price versus budgeted realized price.
2026-08-01,A004,Volume,Rotterdam Battery D - Volume,37801,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-08-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-08-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,88202,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-08-01,A004,Opex,Rotterdam Battery D - Opex,-18473,Direct operating cost variance; negative values are adverse.
2026-08-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2603,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-08-01,A005,Price,Groningen Hydrogen Pilot E - Price,2082,Actual realized price versus budgeted realized price.
2026-08-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-34752,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-08-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-08-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-81088,Hydrogen pilot ramp-up behind budgeted production curve.
2026-08-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-163947,Direct operating cost variance; negative values are adverse.
2026-08-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5712,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-09-01,A001,Price,Noordzee Wind A - Price,-125199,Actual realized price versus budgeted realized price.
2026-09-01,A001,Volume,Noordzee Wind A - Volume,-87697,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-09-01,A001,Downtime,Noordzee Wind A - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-09-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-09-01,A001,Opex,Noordzee Wind A - Opex,-77492,Direct operating cost variance; negative values are adverse.
2026-09-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-6189,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-09-01,A002,Price,Flevoland Solar B - Price,2883,Actual realized price versus budgeted realized price.
2026-09-01,A002,Volume,Flevoland Solar B - Volume,25096,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-09-01,A002,Downtime,Flevoland Solar B - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-09-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-09-01,A002,Opex,Flevoland Solar B - Opex,-4038,Direct operating cost variance; negative values are adverse.
2026-09-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1086,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-09-01,A003,Price,Brabant Solar C - Price,-10945,Actual realized price versus budgeted realized price.
2026-09-01,A003,Volume,Brabant Solar C - Volume,-6080,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-09-01,A003,Downtime,Brabant Solar C - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-09-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-09-01,A003,Opex,Brabant Solar C - Opex,-3060,Direct operating cost variance; negative values are adverse.
2026-09-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-750,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-09-01,A004,Price,Rotterdam Battery D - Price,84883,Actual realized price versus budgeted realized price.
2026-09-01,A004,Volume,Rotterdam Battery D - Volume,59358,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-09-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-09-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,138502,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-09-01,A004,Opex,Rotterdam Battery D - Opex,-18573,Direct operating cost variance; negative values are adverse.
2026-09-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2670,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-09-01,A005,Price,Groningen Hydrogen Pilot E - Price,-8787,Actual realized price versus budgeted realized price.
2026-09-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-29732,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-09-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-09-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-69376,Hydrogen pilot ramp-up behind budgeted production curve.
2026-09-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-164022,Direct operating cost variance; negative values are adverse.
2026-09-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5729,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-10-01,A001,Price,Noordzee Wind A - Price,-150769,Actual realized price versus budgeted realized price.
2026-10-01,A001,Volume,Noordzee Wind A - Volume,-171991,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-10-01,A001,Downtime,Noordzee Wind A - Downtime,-127667,Wind availability below budget due to unplanned maintenance/outage hours.
2026-10-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-10-01,A001,Opex,Noordzee Wind A - Opex,-200666,Direct operating cost variance; negative values are adverse.
2026-10-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-5993,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-10-01,A002,Price,Flevoland Solar B - Price,-11761,Actual realized price versus budgeted realized price.
2026-10-01,A002,Volume,Flevoland Solar B - Volume,17999,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-10-01,A002,Downtime,Flevoland Solar B - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-10-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-10-01,A002,Opex,Flevoland Solar B - Opex,-4221,Direct operating cost variance; negative values are adverse.
2026-10-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1062,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-10-01,A003,Price,Brabant Solar C - Price,-5683,Actual realized price versus budgeted realized price.
2026-10-01,A003,Volume,Brabant Solar C - Volume,-7016,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-10-01,A003,Downtime,Brabant Solar C - Downtime,-1265,Estimated EBITDA impact from unplanned downtime above budget.
2026-10-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-10-01,A003,Opex,Brabant Solar C - Opex,-2594,Direct operating cost variance; negative values are adverse.
2026-10-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-752,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-10-01,A004,Price,Rotterdam Battery D - Price,133632,Actual realized price versus budgeted realized price.
2026-10-01,A004,Volume,Rotterdam Battery D - Volume,66154,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-10-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-10-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,154360,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-10-01,A004,Opex,Rotterdam Battery D - Opex,-18672,Direct operating cost variance; negative values are adverse.
2026-10-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2688,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-10-01,A005,Price,Groningen Hydrogen Pilot E - Price,5162,Actual realized price versus budgeted realized price.
2026-10-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-25704,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-10-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-10-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-59976,Hydrogen pilot ramp-up behind budgeted production curve.
2026-10-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-167953,Direct operating cost variance; negative values are adverse.
2026-10-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5691,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-11-01,A001,Price,Noordzee Wind A - Price,-176752,Actual realized price versus budgeted realized price.
2026-11-01,A001,Volume,Noordzee Wind A - Volume,175049,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-11-01,A001,Downtime,Noordzee Wind A - Downtime,-56807,Wind availability below budget due to unplanned maintenance/outage hours.
2026-11-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-11-01,A001,Opex,Noordzee Wind A - Opex,-77892,Direct operating cost variance; negative values are adverse.
2026-11-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-6035,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-11-01,A002,Price,Flevoland Solar B - Price,2925,Actual realized price versus budgeted realized price.
2026-11-01,A002,Volume,Flevoland Solar B - Volume,10821,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-11-01,A002,Downtime,Flevoland Solar B - Downtime,-751,Estimated EBITDA impact from unplanned downtime above budget.
2026-11-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-11-01,A002,Opex,Flevoland Solar B - Opex,-2263,Direct operating cost variance; negative values are adverse.
2026-11-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1060,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-11-01,A003,Price,Brabant Solar C - Price,-3645,Actual realized price versus budgeted realized price.
2026-11-01,A003,Volume,Brabant Solar C - Volume,4156,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-11-01,A003,Downtime,Brabant Solar C - Downtime,-841,Estimated EBITDA impact from unplanned downtime above budget.
2026-11-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-11-01,A003,Opex,Brabant Solar C - Opex,-969,Direct operating cost variance; negative values are adverse.
2026-11-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-741,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-11-01,A004,Price,Rotterdam Battery D - Price,89065,Actual realized price versus budgeted realized price.
2026-11-01,A004,Volume,Rotterdam Battery D - Volume,59469,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-11-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-11-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,138762,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-11-01,A004,Opex,Rotterdam Battery D - Opex,-19209,Direct operating cost variance; negative values are adverse.
2026-11-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2561,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-11-01,A005,Price,Groningen Hydrogen Pilot E - Price,-12845,Actual realized price versus budgeted realized price.
2026-11-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-46770,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-11-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-11-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-109131,Hydrogen pilot ramp-up behind budgeted production curve.
2026-11-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-167786,Direct operating cost variance; negative values are adverse.
2026-11-01,A005,Timing/Mix,Groningen Hydrogen Pilot E - Timing/Mix,-5733,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-12-01,A001,Price,Noordzee Wind A - Price,-327444,Actual realized price versus budgeted realized price.
2026-12-01,A001,Volume,Noordzee Wind A - Volume,-297506,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-12-01,A001,Downtime,Noordzee Wind A - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-12-01,A001,Ramp-up,Noordzee Wind A - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-12-01,A001,Opex,Noordzee Wind A - Opex,-85979,Direct operating cost variance; negative values are adverse.
2026-12-01,A001,Timing/Mix,Noordzee Wind A - Timing/Mix,-5710,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-12-01,A002,Price,Flevoland Solar B - Price,2231,Actual realized price versus budgeted realized price.
2026-12-01,A002,Volume,Flevoland Solar B - Volume,-6639,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-12-01,A002,Downtime,Flevoland Solar B - Downtime,-1251,Estimated EBITDA impact from unplanned downtime above budget.
2026-12-01,A002,Ramp-up,Flevoland Solar B - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-12-01,A002,Opex,Flevoland Solar B - Opex,-2565,Direct operating cost variance; negative values are adverse.
2026-12-01,A002,Timing/Mix,Flevoland Solar B - Timing/Mix,-1047,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-12-01,A003,Price,Brabant Solar C - Price,819,Actual realized price versus budgeted realized price.
2026-12-01,A003,Volume,Brabant Solar C - Volume,6589,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-12-01,A003,Downtime,Brabant Solar C - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-12-01,A003,Ramp-up,Brabant Solar C - Ramp-up,0,Battery/hydrogen ramp-up performance versus plan.
2026-12-01,A003,Opex,Brabant Solar C - Opex,-1513,Direct operating cost variance; negative values are adverse.
2026-12-01,A003,Timing/Mix,Brabant Solar C - Timing/Mix,-762,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-12-01,A004,Price,Rotterdam Battery D - Price,196569,Actual realized price versus budgeted realized price.
2026-12-01,A004,Volume,Rotterdam Battery D - Volume,69520,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-12-01,A004,Downtime,Rotterdam Battery D - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-12-01,A004,Ramp-up,Rotterdam Battery D - Ramp-up,162212,Battery storage throughput reflects operational ramp-up and dispatch optimization.
2026-12-01,A004,Opex,Rotterdam Battery D - Opex,-19309,Direct operating cost variance; negative values are adverse.
2026-12-01,A004,Timing/Mix,Rotterdam Battery D - Timing/Mix,-2520,"Residual impact from overhead, capex timing context, rounding, and portfolio mix."
2026-12-01,A005,Price,Groningen Hydrogen Pilot E - Price,558,Actual realized price versus budgeted realized price.
2026-12-01,A005,Volume,Groningen Hydrogen Pilot E - Volume,-37570,Production or throughput variance not separately attributed to downtime or ramp-up.
2026-12-01,A005,Downtime,Groningen Hydrogen Pilot E - Downtime,0,Estimated EBITDA impact from unplanned downtime above budget.
2026-12-01,A005,Ramp-up,Groningen Hydrogen Pilot E - Ramp-up,-87663,Hydrogen pilot ramp-up behind budgeted production curve.
2026-12-01,A005,Opex,Groningen Hydrogen Pilot E - Opex,-169839,Direct operating cost variance; negative values are adverse.
